id,observed_on,quality_grade,captive_cultivated,latitude,longitude,scientific_name,common_name
25688079,2019-05-24,research,false,25.3748435,-80.63104768,Limenitis archippus floridensis,Florida Viceroy
25694151,2019-05-19,research,false,33.2046355838,-79.3872887951,Limenitis archippus,Viceroy
25696761,2019-05-24,research,false,29.5503071315,-98.2308505698,Limenitis archippus,Viceroy
25709128,2019-05-24,research,false,30.3704544683,-91.1856912306,Limenitis archippus,Viceroy
25736827,2019-05-25,research,false,35.8333783333,-78.4923333333,Limenitis archippus,Viceroy
25760381,2019-05-25,research,false,38.2006925723,-90.1385143669,Limenitis archippus,Viceroy
25774859,2019-05-25,research,false,39.2033166188,-76.9121753162,Limenitis archippus,Viceroy
25777838,2019-05-25,research,false,46.3686103821,-116.8494415283,Limenitis archippus,Viceroy
25779147,2019-05-25,research,false,33.0638761754,-96.9568200952,Limenitis archippus,Viceroy
25783592,2019-05-24,research,false,32.9822632481,-97.0587350736,Limenitis archippus,Viceroy
25789619,2019-05-24,research,false,32.9821216667,-97.0588383333,Limenitis archippus,Viceroy
25808817,2019-05-26,research,false,30.4592941215,-84.3211616461,Limenitis archippus,Viceroy
25813034,2019-05-24,research,false,32.982325434,-97.0564177843,Limenitis archippus,Viceroy
25814516,2019-05-24,research,false,32.9835318109,-97.0605163791,Limenitis archippus,Viceroy
25814541,2019-05-24,research,false,32.9819472341,-97.0573433258,Limenitis archippus,Viceroy
25824561,2019-05-26,research,false,33.0640142861,-96.9572974293,Limenitis archippus,Viceroy
25830812,2019-05-26,research,false,36.4256828604,-99.400282157,Limenitis archippus,Viceroy
25832720,2019-05-26,research,false,30.1981738513,-84.9910988343,Limenitis archippus,Viceroy
25840687,2019-05-26,research,false,32.6984580171,-96.7393264174,Limenitis archippus,Viceroy
25840731,2019-05-26,research,false,32.6868806426,-96.7278851196,Limenitis archippus,Viceroy
25876192,2019-05-24,research,false,38.0115582975,-79.0482840557,Limenitis archippus,Viceroy
25880226,2019-05-27,research,false,41.2084278,-73.8912481,Limenitis archippus,Viceroy
25896713,2019-05-27,research,false,40.7802783333,-81.8966,Limenitis archippus,Viceroy
25898934,2019-05-27,research,false,29.6366166667,-82.200645,Limenitis archippus,Viceroy
25901739,2019-05-27,research,false,38.912596,-76.9418223,Limenitis archippus,Viceroy
25903059,2019-05-27,research,false,43.8328060012,-79.2163674161,Limenitis archippus,Viceroy
25910797,2019-05-27,research,false,30.1912728397,-97.6121324342,Limenitis archippus,Viceroy
25911092,2019-05-27,research,false,32.870845,-97.2760466667,Limenitis archippus,Viceroy
25915892,2019-05-27,research,false,33.0640894071,-96.9820451199,Limenitis archippus,Viceroy
25916154,2019-05-27,research,false,40.3680640861,-74.0970650688,Limenitis archippus,Viceroy
25923634,2019-05-27,research,false,41.2808248,-81.567812,Limenitis archippus,Viceroy
25951219,2019-05-28,research,false,33.0634926082,-96.9835281372,Limenitis archippus,Viceroy
25960964,2019-05-28,research,false,28.996240349,-81.4223055125,Limenitis archippus,Viceroy
25962753,2019-05-26,research,false,40.7214868723,-77.1209505556,Limenitis archippus,Viceroy
25965399,2019-05-27,research,false,32.8765585,-97.1661518,Limenitis archippus,Viceroy
25975055,2019-05-24,research,false,29.2200003126,-82.624128838,Limenitis archippus,Viceroy
25993418,2019-05-28,research,false,33.06209,-96.97958,Limenitis archippus,Viceroy
26017707,2019-05-29,research,false,30.4753796,-84.2294223,Limenitis archippus,Viceroy
26028192,2019-05-29,research,false,42.60789153,-86.14239818,Limenitis archippus,Viceroy
26028595,2019-05-29,research,false,38.9208713889,-95.2468913889,Limenitis archippus,Viceroy
26030586,2019-05-25,research,false,26.4995155334,-80.2121582031,Limenitis archippus floridensis,Florida Viceroy
26036084,2019-05-29,research,false,41.6390679,-83.7908209,Limenitis archippus,Viceroy
26067285,2019-05-30,research,false,30.4640598297,-97.770652771,Limenitis archippus,Viceroy
26073015,2019-05-29,research,false,31.485804597,-83.5321238637,Limenitis archippus,Viceroy
26074280,2019-05-30,research,false,32.8976699042,-97.2256643659,Limenitis archippus,Viceroy
26078081,2019-05-30,research,false,29.046397,-95.474681,Limenitis archippus,Viceroy
26090933,2019-05-30,research,false,32.7804583333,-97.1266566667,Limenitis archippus,Viceroy
26120238,2019-05-31,research,false,33.7387970582,-96.7516598888,Limenitis archippus,Viceroy
26120845,2019-05-30,research,false,32.9021694715,-97.2774380997,Limenitis archippus,Viceroy
26125419,2019-05-26,research,false,29.8220174438,-94.6665282991,Limenitis archippus,Viceroy
26134194,2019-05-30,research,false,32.827365,-97.459425,Limenitis archippus,Viceroy
26146004,2019-05-31,research,false,34.3617088102,-86.2097285731,Limenitis archippus,Viceroy
26150442,2019-05-31,research,false,30.8373410583,-97.3048758558,Limenitis archippus,Viceroy
26157278,2019-05-31,research,false,32.740865885,-97.1660000268,Limenitis archippus,Viceroy
26183069,2019-06-01,research,false,32.3118159883,-97.0159457573,Limenitis archippus,Viceroy
26191140,2019-06-01,research,false,28.072380214,-82.377807051,Limenitis archippus,Viceroy
26193419,2019-06-01,research,false,33.0666666667,-96.9544616667,Limenitis archippus,Viceroy
26199856,2019-06-01,research,false,35.9171459755,-75.7799046644,Limenitis archippus,Viceroy
26204019,2019-06-01,research,false,30.1911430098,-97.6117032858,Limenitis archippus,Viceroy
26209093,2019-06-01,research,false,34.8713616667,-82.3212883333,Limenitis archippus,Viceroy
26216161,2019-06-01,research,false,41.2186666667,-81.5246366667,Limenitis archippus,Viceroy
26219383,2019-06-01,research,false,33.78938,-84.370625,Limenitis archippus,Viceroy
